Time[s], Lat[deg], Lon[deg], he[m], vx[ms], vy[ms], vz[ms]
1497926512.1, 52.5455200, 13.3556717, 51.1, 0.000, -0.000, 0.000
1497926513.1, 52.5455200, 13.3556717, 51.1, 0.000, -0.000, 0.000
1497926514.1, 52.5455200, 13.3556717, 51.1, -0.000, -0.000, 0.000
1497926515.1, 52.5455200, 13.3556717, 51.1, 0.000, -0.000, 0.000
1497926516.1, 52.5455200, 13.3556717, 51.1, 0.000, 0.000, 0.000
1497926517.1, 52.5455200, 13.3556717, 51.1, 0.000, 0.000, 0.000
1497926518.1, 52.5455200, 13.3556717, 51.1, -0.000, 0.000, 0.000
1497926519.1, 52.5455200, 13.3556717, 51.1, 0.000, 0.000, 0.000
1497926520.1, 52.5455200, 13.3556717, 51.1, 0.000, -0.000, 0.000
1497926521.1, 52.5455200, 13.3556717, 51.1, -0.000, -0.000, 0.000
1497926522.1, 52.5455200, 13.3556717, 51.0, 0.000, 0.000, -0.100
1497926523.1, 52.5455200, 13.3556717, 51.0, -0.000, 0.000, 0.000
1497926524.1, 52.5455200, 13.3556717, 51.0, -0.000, 0.000, 0.000
1497926525.1, 52.5455200, 13.3556717, 51.1, -0.000, -0.000, 0.100
1497926526.1, 52.5455200, 13.3556717, 51.1, -0.000, -0.000, 0.000
1497926527.2, 52.5455200, 13.3556717, 51.0, 0.000, 0.000, -0.100
1497926528.2, 52.5455200, 13.3556717, 51.0, -0.000, 0.000, 0.000
1497926529.2, 52.5455200, 13.3556717, 51.0, -0.000, 0.000, 0.000
1497926530.2, 52.5455200, 13.3556717, 51.0, -0.000, 0.000, 0.000
1497926531.2, 52.5455200, 13.3556717, 51.0, -0.000, -0.000, 0.000
1497926532.2, 52.5455200, 13.3556717, 51.0, -0.000, -0.000, 0.000
1497926533.2, 52.5455200, 13.3556717, 51.0, 0.000, 0.000, 0.000
